name,date,followers,followers_change
barackobama,"May 11, 2020",27722653,36300
barackobama,"May 10, 2020",27686353,19567
barackobama,"May 9, 2020",27666786,12678
barackobama,"May 8, 2020",27654108,13325
barackobama,"May 7, 2020",27640783,16229
barackobama,"May 6, 2020",27624554,17311
barackobama,"May 5, 2020",27607243,9809
barackobama,"May 4, 2020",27597434,11353
barackobama,"May 3, 2020",27586081,10682
barackobama,"May 2, 2020",27575399,8440
barackobama,"May 1, 2020",27566959,6665
barackobama,"April 30, 2020",27560294,10595
barackobama,"April 29, 2020",27549699,11511
barackobama,"April 28, 2020",27538188,11276
barackobama,"April 27, 2020",27526912,12074
barackobama,"April 26, 2020",27514838,9804
barackobama,"April 25, 2020",27505034,12679
barackobama,"April 24, 2020",27492355,9353
barackobama,"April 23, 2020",27483002,9710
barackobama,"April 22, 2020",27473292,3870
barackobama,"April 21, 2020",27469422,14373
barackobama,"April 20, 2020",27455049,17099
barackobama,"April 19, 2020",27437950,14384
barackobama,"April 18, 2020",27423566,9487
barackobama,"April 17, 2020",27414079,14123
barackobama,"April 16, 2020",27399956,26684
barackobama,"April 15, 2020",27373272,31287
barackobama,"April 14, 2020",27341985,12605
barackobama,"April 13, 2020",27329380,16568
barackobama,"April 12, 2020",27312812,14708
barackobama,"April 11, 2020",27298104,7140
barackobama,"April 10, 2020",27290964,7503
barackobama,"April 9, 2020",27283461,6232
barackobama,"April 8, 2020",27277229,3821
barackobama,"April 7, 2020",27273408,6637
barackobama,"April 6, 2020",27266771,9328
barackobama,"April 5, 2020",27257443,11775
barackobama,"April 4, 2020",27245668,12355
barackobama,"April 3, 2020",27233313,8492
barackobama,"April 2, 2020",27224821,6004
barackobama,"April 1, 2020",27218817,6752
barackobama,"March 31, 2020",27212065,7080
barackobama,"March 30, 2020",27204985,8197
barackobama,"March 29, 2020",27196788,11477
barackobama,"March 28, 2020",27185311,6387
barackobama,"March 27, 2020",27178924,7898
barackobama,"March 26, 2020",27171026,7826
barackobama,"March 25, 2020",27163200,10513
barackobama,"March 24, 2020",27152687,8456
barackobama,"March 23, 2020",27144231,8525
barackobama,"March 22, 2020",27135706,9064
barackobama,"March 21, 2020",27126642,8770
barackobama,"March 20, 2020",27117872,9974
barackobama,"March 19, 2020",27107898,12086
barackobama,"March 18, 2020",27095812,17639
barackobama,"March 17, 2020",27078173,8146
barackobama,"March 16, 2020",27070027,10823
barackobama,"March 15, 2020",27059204,15239
barackobama,"March 14, 2020",27043965,11923
barackobama,"March 13, 2020",27032042,8151
barackobama,"March 12, 2020",27023891,3526
barackobama,"March 11, 2020",27020365,4014
barackobama,"March 10, 2020",27016351,6216
barackobama,"March 9, 2020",27010135,5382
barackobama,"March 8, 2020",27004753,4659
barackobama,"March 7, 2020",27000094,5069
barackobama,"March 6, 2020",26995025,9797
barackobama,"March 5, 2020",26985228,5622
barackobama,"March 4, 2020",26979606,3633
barackobama,"March 3, 2020",26975973,4212
barackobama,"March 2, 2020",26971761,5698
barackobama,"March 1, 2020",26966063,3603
barackobama,"February 29, 2020",26962460,3109
barackobama,"February 28, 2020",26959351,3791
barackobama,"February 27, 2020",26955560,5096
barackobama,"February 26, 2020",26950464,7270
barackobama,"February 25, 2020",26943194,8125
barackobama,"February 24, 2020",26935069,6941
barackobama,"February 23, 2020",26928128,9710
barackobama,"February 22, 2020",26918418,10262
barackobama,"February 21, 2020",26908156,8462
barackobama,"February 20, 2020",26899694,12482
barackobama,"February 19, 2020",26887212,10635
barackobama,"February 18, 2020",26876577,10996
barackobama,"February 17, 2020",26865581,12000
barackobama,"February 16, 2020",26853581,27159
barackobama,"February 15, 2020",26826422,25416
barackobama,"February 14, 2020",26801006,7909
barackobama,"February 13, 2020",26793097,8590
barackobama,"February 12, 2020",26784507,14346
barackobama,"February 11, 2020",26770161,31609
barackobama,"February 10, 2020",26738552,4967
barackobama,"February 9, 2020",26733585,6089
barackobama,"February 8, 2020",26727496,4124
barackobama,"February 7, 2020",26723372,6667
barackobama,"February 6, 2020",26716705,7084
barackobama,"February 5, 2020",26709621,4814
barackobama,"February 4, 2020",26704807,5600
barackobama,"February 3, 2020",26699207,8465
barackobama,"February 2, 2020",26690742,10699
barackobama,"February 1, 2020",26680043,12000
barackobama,"January 31, 2020",26668043,11331
barackobama,"January 30, 2020",26656712,12956
barackobama,"January 29, 2020",26643756,16171
barackobama,"January 28, 2020",26627585,31923
barackobama,"January 27, 2020",26595662,43150
barackobama,"January 26, 2020",26552512,21986
barackobama,"January 25, 2020",26530526,23620
barackobama,"January 24, 2020",26506906,21784
barackobama,"January 23, 2020",26485122,23177
barackobama,"January 22, 2020",26461945,28243
barackobama,"January 21, 2020",26433702,25027
barackobama,"January 20, 2020",26408675,38975
barackobama,"January 19, 2020",26369700,205794
barackobama,"January 18, 2020",26163906,399759
barackobama,"January 17, 2020",25764147,5982
barackobama,"January 16, 2020",25758165,6378
barackobama,"January 15, 2020",25751787,7279
barackobama,"January 14, 2020",25744508,5997
barackobama,"January 13, 2020",25738511,10686
barackobama,"January 12, 2020",25727825,12312
barackobama,"January 11, 2020",25715513,14265
barackobama,"January 10, 2020",25701248,16976
barackobama,"January 9, 2020",25684272,19769
barackobama,"January 8, 2020",25664503,15496
barackobama,"January 7, 2020",25649007,13956
barackobama,"January 6, 2020",25635051,18533
barackobama,"January 5, 2020",25616518,20435
barackobama,"January 4, 2020",25596083,14505
barackobama,"January 3, 2020",25581578,8759
barackobama,"January 2, 2020",25572819,12093
barackobama,"January 1, 2020",25560726,24233
barackobama,"December 31, 2019",25536493,49160
barackobama,"December 30, 2019",25487333,18834
barackobama,"December 29, 2019",25468499,7643
barackobama,"December 28, 2019",25460856,7796
barackobama,"December 27, 2019",25453060,7618
barackobama,"December 26, 2019",25445442,6332
barackobama,"December 25, 2019",25439110,8823
barackobama,"December 24, 2019",25430287,4732
barackobama,"December 23, 2019",25425555,4132
barackobama,"December 22, 2019",25421423,4769
barackobama,"December 21, 2019",25416654,5912
barackobama,"December 20, 2019",25410742,9415
barackobama,"December 19, 2019",25401327,5901
barackobama,"December 18, 2019",25395426,3079
barackobama,"December 17, 2019",25392347,3529
barackobama,"December 16, 2019",25388818,1834
barackobama,"December 15, 2019",25386984,4925
barackobama,"December 14, 2019",25382059,6152
barackobama,"December 13, 2019",25375907,5461
barackobama,"December 12, 2019",25370446,2655
barackobama,"December 11, 2019",25367791,1913
barackobama,"December 10, 2019",25365878,2583
barackobama,"December 9, 2019",25363295,3824
barackobama,"December 8, 2019",25359471,3785
barackobama,"December 7, 2019",25355686,3560
barackobama,"December 6, 2019",25352126,3891
barackobama,"December 5, 2019",25348235,-18891
barackobama,"December 4, 2019",25367126,999
barackobama,"December 3, 2019",25366127,21456
barackobama,"December 2, 2019",25344671,6134
barackobama,"December 1, 2019",25338537,6638
barackobama,"November 30, 2019",25331899,9747
barackobama,"November 29, 2019",25322152,50571
barackobama,"November 28, 2019",25271581,97172
barackobama,"November 27, 2019",25174409,1202
barackobama,"November 26, 2019",25173207,2640
barackobama,"November 25, 2019",25170567,9500
barackobama,"November 24, 2019",25161067,4792
barackobama,"November 23, 2019",25156275,10000
barackobama,"November 22, 2019",25146275,4713
barackobama,"November 21, 2019",25141562,5809
barackobama,"November 20, 2019",25135753,9835
barackobama,"November 19, 2019",25125918,23745
barackobama,"November 18, 2019",25102173,2370
barackobama,"November 17, 2019",25099803,2369
barackobama,"November 16, 2019",25097434,3983
barackobama,"November 15, 2019",25093451,3475
barackobama,"November 14, 2019",25089976,4902
barackobama,"November 13, 2019",25085074,4329
barackobama,"November 12, 2019",25080745,7792
barackobama,"November 11, 2019",25072953,12310
barackobama,"November 10, 2019",25060643,12373
barackobama,"November 9, 2019",25048270,9007
barackobama,"November 8, 2019",25039263,4606
barackobama,"November 7, 2019",25034657,5584
barackobama,"November 6, 2019",25029073,5525
barackobama,"November 5, 2019",25023548,6278
barackobama,"November 4, 2019",25017270,7986
barackobama,"November 3, 2019",25009284,7628
barackobama,"November 2, 2019",25001656,10787
barackobama,"November 1, 2019",24990869,10377
barackobama,"October 31, 2019",24980492,13936
barackobama,"October 30, 2019",24966556,13838
barackobama,"October 29, 2019",24952718,6348
barackobama,"October 28, 2019",24946370,6942
barackobama,"October 27, 2019",24939428,7481
barackobama,"October 26, 2019",24931947,6917
barackobama,"October 25, 2019",24925030,6398
barackobama,"October 24, 2019",24918632,8145
barackobama,"October 23, 2019",24910487,7359
barackobama,"October 22, 2019",24903128,7427
barackobama,"October 21, 2019",24895701,7879
barackobama,"October 20, 2019",24887822,6061
barackobama,"October 19, 2019",24881761,4816
barackobama,"October 18, 2019",24876945,7768
barackobama,"October 17, 2019",24869177,8245
barackobama,"October 16, 2019",24860932,6850
barackobama,"October 15, 2019",24854082,7036
barackobama,"October 14, 2019",24847046,11521
barackobama,"October 13, 2019",24835525,15350
barackobama,"October 12, 2019",24820175,5044
barackobama,"October 11, 2019",24815131,10129
barackobama,"October 10, 2019",24805002,12228
barackobama,"October 9, 2019",24792774,12022
barackobama,"October 8, 2019",24780752,10547
barackobama,"October 7, 2019",24770205,14620
barackobama,"October 6, 2019",24755585,22240
barackobama,"October 5, 2019",24733345,38675
barackobama,"October 4, 2019",24694670,88995
barackobama,"October 3, 2019",24605675,9268
barackobama,"October 2, 2019",24596407,7435
barackobama,"October 1, 2019",24588972,5179
barackobama,"September 30, 2019",24583793,12707
barackobama,"September 29, 2019",24571086,9881
barackobama,"September 28, 2019",24561205,12382
barackobama,"September 27, 2019",24548823,11905
barackobama,"September 26, 2019",24536918,9721
barackobama,"September 25, 2019",24527197,5995
barackobama,"September 24, 2019",24521202,12013
barackobama,"September 23, 2019",24509189,12100
barackobama,"September 22, 2019",24497089,12551
barackobama,"September 21, 2019",24484538,12337
barackobama,"September 20, 2019",24472201,12778
barackobama,"September 19, 2019",24459423,18266
barackobama,"September 18, 2019",24441157,8728
barackobama,"September 17, 2019",24432429,8817
barackobama,"September 16, 2019",24423612,6974
barackobama,"September 15, 2019",24416638,5998
barackobama,"September 14, 2019",24410640,6339
barackobama,"September 13, 2019",24404301,7581
barackobama,"September 12, 2019",24396720,8038
barackobama,"September 11, 2019",24388682,4891
barackobama,"September 10, 2019",24383791,5293
barackobama,"September 9, 2019",24378498,10593
barackobama,"September 8, 2019",24367905,11187
barackobama,"September 7, 2019",24356718,9483
barackobama,"September 6, 2019",24347235,9157
barackobama,"September 5, 2019",24338078,7088
barackobama,"September 4, 2019",24330990,10126
barackobama,"September 3, 2019",24320864,10851
barackobama,"September 2, 2019",24310013,11881
barackobama,"September 1, 2019",24298132,11967
barackobama,"August 31, 2019",24286165,13251
barackobama,"August 30, 2019",24272914,11713
barackobama,"August 29, 2019",24261201,13422
barackobama,"August 28, 2019",24247779,15560
barackobama,"August 27, 2019",24232219,21272
barackobama,"August 26, 2019",24210947,46587
barackobama,"August 25, 2019",24164360,75286
barackobama,"August 24, 2019",24089074,14915
barackobama,"August 23, 2019",24074159,13910
barackobama,"August 22, 2019",24060249,12284
barackobama,"August 21, 2019",24047965,13875
barackobama,"August 20, 2019",24034090,14233
barackobama,"August 19, 2019",24019857,16073
barackobama,"August 18, 2019",24003784,17189
barackobama,"August 17, 2019",23986595,14699
barackobama,"August 16, 2019",23971896,17366
barackobama,"August 15, 2019",23954530,13571
barackobama,"August 14, 2019",23940959,14679
barackobama,"August 13, 2019",23926280,14291
barackobama,"August 12, 2019",23911989,15428
barackobama,"August 11, 2019",23896561,16975
barackobama,"August 10, 2019",23879586,19436
barackobama,"August 9, 2019",23860150,21997
barackobama,"August 8, 2019",23838153,21766
barackobama,"August 7, 2019",23816387,33703
barackobama,"August 6, 2019",23782684,49905
barackobama,"August 5, 2019",23732779,50956
barackobama,"August 4, 2019",23681823,22054
barackobama,"August 3, 2019",23659769,18292
barackobama,"August 2, 2019",23641477,14442
barackobama,"August 1, 2019",23627035,11304
barackobama,"July 31, 2019",23615731,15652
barackobama,"July 30, 2019",23600079,19557
barackobama,"July 29, 2019",23580522,18471
barackobama,"July 28, 2019",23562051,19497
barackobama,"July 27, 2019",23542554,17495
barackobama,"July 26, 2019",23525059,24836
barackobama,"July 25, 2019",23500223,18384
barackobama,"July 24, 2019",23481839,18678
barackobama,"July 23, 2019",23463161,15452
barackobama,"July 22, 2019",23447709,17288
barackobama,"July 21, 2019",23430421,16565
barackobama,"July 20, 2019",23413856,16700
barackobama,"July 19, 2019",23397156,14594
barackobama,"July 18, 2019",23382562,15402
barackobama,"July 17, 2019",23367160,12981
barackobama,"July 16, 2019",23354179,14498
barackobama,"July 15, 2019",23339681,13136
barackobama,"July 14, 2019",23326545,14592
barackobama,"July 13, 2019",23311953,14370
barackobama,"July 12, 2019",23297583,20650
barackobama,"July 11, 2019",23276933,27285
barackobama,"July 10, 2019",23249648,15832
barackobama,"July 9, 2019",23233816,17660
barackobama,"July 8, 2019",23216156,20101
barackobama,"July 7, 2019",23196055,13141
barackobama,"July 6, 2019",23182914,11815
barackobama,"July 5, 2019",23171099,7889
barackobama,"July 4, 2019",23163210,11040
barackobama,"July 3, 2019",23152170,12915
barackobama,"July 2, 2019",23139255,11864
barackobama,"July 1, 2019",23127391,11657
barackobama,"June 30, 2019",23115734,12597
barackobama,"June 29, 2019",23103137,14687
barackobama,"June 28, 2019",23088450,19287
barackobama,"June 27, 2019",23069163,20047
barackobama,"June 26, 2019",23049116,20297
barackobama,"June 25, 2019",23028819,13007
barackobama,"June 24, 2019",23015812,15218
barackobama,"June 23, 2019",23000594,14316
barackobama,"June 22, 2019",22986278,11016
barackobama,"June 21, 2019",22975262,11153
barackobama,"June 20, 2019",22964109,13901
barackobama,"June 19, 2019",22950208,11331
barackobama,"June 18, 2019",22938877,9718
barackobama,"June 17, 2019",22929159,11968
barackobama,"June 16, 2019",22917191,12050
barackobama,"June 15, 2019",22905141,12314
barackobama,"June 14, 2019",22892827,9597
barackobama,"June 13, 2019",22883230,8349
barackobama,"June 12, 2019",22874881,9501
barackobama,"June 11, 2019",22865380,12095
barackobama,"June 10, 2019",22853285,11985
barackobama,"June 9, 2019",22841300,10343
barackobama,"June 8, 2019",22830957,8254
barackobama,"June 7, 2019",22822703,10960
barackobama,"June 6, 2019",22811743,14707
barackobama,"June 5, 2019",22797036,29978
barackobama,"June 4, 2019",22767058,32540
barackobama,"June 3, 2019",22734518,21589
barackobama,"June 2, 2019",22712929,29966
barackobama,"June 1, 2019",22682963,30230
barackobama,"May 31, 2019",22652733,26501
barackobama,"May 30, 2019",22626232,10124
barackobama,"May 29, 2019",22616108,25402
barackobama,"May 28, 2019",22590706,15217
barackobama,"May 27, 2019",22575489,13446
barackobama,"May 26, 2019",22562043,8395
barackobama,"May 25, 2019",22553648,9666
barackobama,"May 24, 2019",22543982,20616
barackobama,"May 23, 2019",22523366,21923
barackobama,"May 22, 2019",22501443,22985
barackobama,"May 21, 2019",22478458,12311
barackobama,"May 20, 2019",22466147,29311
barackobama,"May 19, 2019",22436836,14633
barackobama,"May 18, 2019",22422203,30272
barackobama,"May 17, 2019",22391931,31725
barackobama,"May 16, 2019",22360206,28698
barackobama,"May 15, 2019",22331508,27149
barackobama,"May 14, 2019",22304359,29052
barackobama,"May 13, 2019",22275307,17660
barackobama,"May 12, 2019",22257647,24143
barackobama,"May 11, 2019",22233504,9459
barackobama,"May 10, 2019",22224045,6874
barackobama,"May 9, 2019",22217171,8441
barackobama,"May 8, 2019",22208730,21771
barackobama,"May 7, 2019",22186959,10462
barackobama,"May 6, 2019",22176497,22814
barackobama,"May 5, 2019",22153683,10995
barackobama,"May 4, 2019",22142688,26577
barackobama,"May 3, 2019",22116111,22986
barackobama,"May 2, 2019",22093125,15165
barackobama,"May 1, 2019",22077960,6645
barackobama,"April 30, 2019",22071315,9020
barackobama,"April 29, 2019",22062295,16323
barackobama,"April 28, 2019",22045972,13357
barackobama,"April 27, 2019",22032615,22075
barackobama,"April 26, 2019",22010540,18934
barackobama,"April 25, 2019",21991606,19201
barackobama,"April 24, 2019",21972405,13954
barackobama,"April 23, 2019",21958451,16053
barackobama,"April 22, 2019",21942398,21797
barackobama,"April 21, 2019",21920601,15687
barackobama,"April 20, 2019",21904914,11727
barackobama,"April 19, 2019",21893187,12227
barackobama,"April 18, 2019",21880960,13009
barackobama,"April 17, 2019",21867951,15986
barackobama,"April 16, 2019",21851965,10960
barackobama,"April 15, 2019",21841005,16024
barackobama,"April 14, 2019",21824981,13232
barackobama,"April 13, 2019",21811749,21947
barackobama,"April 12, 2019",21789802,31269
barackobama,"April 11, 2019",21758533,12615
barackobama,"April 10, 2019",21745918,16922
barackobama,"April 9, 2019",21728996,13961
barackobama,"April 8, 2019",21715035,10501
barackobama,"April 7, 2019",21704534,14978
barackobama,"April 6, 2019",21689556,9612
barackobama,"April 5, 2019",21679944,9920
barackobama,"April 4, 2019",21670024,8496
barackobama,"April 3, 2019",21661528,6159
barackobama,"April 2, 2019",21655369,6341
barackobama,"April 1, 2019",21649028,7187
barackobama,"March 31, 2019",21641841,18827
barackobama,"March 30, 2019",21623014,17994
barackobama,"March 29, 2019",21605020,16817
barackobama,"March 28, 2019",21588203,20925
barackobama,"March 27, 2019",21567278,22048
barackobama,"March 26, 2019",21545230,20353
barackobama,"March 25, 2019",21524877,20804
barackobama,"March 24, 2019",21504073,10861
barackobama,"March 23, 2019",21493212,8416
barackobama,"March 22, 2019",21484796,14904
barackobama,"March 21, 2019",21469892,25558
barackobama,"March 20, 2019",21444334,12721
barackobama,"March 19, 2019",21431613,11353
barackobama,"March 18, 2019",21420260,3419
barackobama,"March 17, 2019",21416841,10888
barackobama,"March 16, 2019",21405953,9041
barackobama,"March 15, 2019",21396912,16538
barackobama,"March 14, 2019",21380374,5361
barackobama,"March 13, 2019",21375013,8675
barackobama,"March 12, 2019",21366338,5594
barackobama,"March 11, 2019",21360744,18584
barackobama,"March 10, 2019",21342160,7452
barackobama,"March 9, 2019",21334708,20632
barackobama,"March 8, 2019",21314076,18933
barackobama,"March 7, 2019",21295143,20211
barackobama,"March 6, 2019",21274932,12888
barackobama,"March 5, 2019",21262044,5245
barackobama,"March 4, 2019",21256799,8737
barackobama,"March 3, 2019",21248062,18759
barackobama,"March 2, 2019",21229303,10796
barackobama,"March 1, 2019",21218507,27057
barackobama,"February 28, 2019",21191450,14332
barackobama,"February 27, 2019",21177118,13987
barackobama,"February 26, 2019",21163131,11822
barackobama,"February 25, 2019",21151309,20702
barackobama,"February 24, 2019",21130607,20771
barackobama,"February 23, 2019",21109836,23993
barackobama,"February 22, 2019",21085843,34501
barackobama,"February 21, 2019",21051342,26023
barackobama,"February 20, 2019",21025319,16417
barackobama,"February 19, 2019",21008902,28580
barackobama,"February 18, 2019",20980322,14491
barackobama,"February 17, 2019",20965831,15277
barackobama,"February 16, 2019",20950554,17050
barackobama,"February 15, 2019",20933504,16132
barackobama,"February 14, 2019",20917372,8660
barackobama,"February 13, 2019",20908712,13230
barackobama,"February 12, 2019",20895482,15107
barackobama,"February 11, 2019",20880375,12216
barackobama,"February 10, 2019",20868159,11874
barackobama,"February 9, 2019",20856285,8384
barackobama,"February 8, 2019",20847901,15995
barackobama,"February 7, 2019",20831906,10984
barackobama,"February 6, 2019",20820922,1529
barackobama,"February 5, 2019",20819393,9580
barackobama,"February 4, 2019",20809813,12764
barackobama,"February 3, 2019",20797049,7393
barackobama,"February 2, 2019",20789656,8747
barackobama,"February 1, 2019",20780909,11419
barackobama,"January 31, 2019",20769490,11715
barackobama,"January 30, 2019",20757775,11710
barackobama,"January 29, 2019",20746065,10712
barackobama,"January 28, 2019",20735353,14865
barackobama,"January 27, 2019",20720488,18090
barackobama,"January 26, 2019",20702398,19189
barackobama,"January 25, 2019",20683209,21229
barackobama,"January 24, 2019",20661980,24584
barackobama,"January 23, 2019",20637396,22772
barackobama,"January 22, 2019",20614624,28201
barackobama,"January 21, 2019",20586423,32831
barackobama,"January 20, 2019",20553592,42807
barackobama,"January 19, 2019",20510785,100939
barackobama,"January 18, 2019",20409846,208481
barackobama,"January 17, 2019",20201365,12565
barackobama,"January 16, 2019",20188800,13168
barackobama,"January 15, 2019",20175632,12573
barackobama,"January 14, 2019",20163059,16658
barackobama,"January 13, 2019",20146401,17170
barackobama,"January 12, 2019",20129231,13971
barackobama,"January 11, 2019",20115260,15002
barackobama,"January 10, 2019",20100258,12025
barackobama,"January 9, 2019",20088233,17729
barackobama,"January 8, 2019",20070504,16795
barackobama,"January 7, 2019",20053709,23491
barackobama,"January 6, 2019",20030218,23947
barackobama,"January 5, 2019",20006271,27063
barackobama,"January 4, 2019",19979208,30569
barackobama,"January 3, 2019",19948639,28440
barackobama,"January 2, 2019",19920199,34663
barackobama,"January 1, 2019",19885536,38887
barackobama,"December 31, 2018",19846649,42019
barackobama,"December 30, 2018",19804630,64557
barackobama,"December 29, 2018",19740073,112907
berniesanders,"May 11, 2020",4967428,-455
berniesanders,"May 10, 2020",4967883,540
berniesanders,"May 9, 2020",4967343,2271
berniesanders,"May 8, 2020",4965072,5033
berniesanders,"May 7, 2020",4960039,-1055
berniesanders,"May 6, 2020",4961094,-109
berniesanders,"May 5, 2020",4961203,-615
berniesanders,"May 4, 2020",4961818,-590
berniesanders,"May 3, 2020",4962408,-409
berniesanders,"May 2, 2020",4962817,-322
berniesanders,"May 1, 2020",4963139,-410
berniesanders,"April 30, 2020",4963549,11
berniesanders,"April 29, 2020",4963538,-395
berniesanders,"April 28, 2020",4963933,-768
berniesanders,"April 27, 2020",4964701,65
berniesanders,"April 26, 2020",4964636,-243
berniesanders,"April 25, 2020",4964879,-162
berniesanders,"April 24, 2020",4965041,-1329
berniesanders,"April 23, 2020",4966370,826
berniesanders,"April 22, 2020",4965544,469
berniesanders,"April 21, 2020",4965075,-489
berniesanders,"April 20, 2020",4965564,996
berniesanders,"April 19, 2020",4964568,1540
berniesanders,"April 18, 2020",4963028,2049
berniesanders,"April 17, 2020",4960979,5173
berniesanders,"April 16, 2020",4955806,13403
berniesanders,"April 15, 2020",4942403,8107
berniesanders,"April 14, 2020",4934296,1439
berniesanders,"April 13, 2020",4932857,2013
berniesanders,"April 12, 2020",4930844,2769
berniesanders,"April 11, 2020",4928075,4595
berniesanders,"April 10, 2020",4923480,13899
berniesanders,"April 9, 2020",4909581,28750
berniesanders,"April 8, 2020",4880831,3154
berniesanders,"April 7, 2020",4877677,3623
berniesanders,"April 6, 2020",4874054,3432
berniesanders,"April 5, 2020",4870622,3034
berniesanders,"April 4, 2020",4867588,3730
berniesanders,"April 3, 2020",4863858,5012
berniesanders,"April 2, 2020",4858846,6194
berniesanders,"April 1, 2020",4852652,4857
berniesanders,"March 31, 2020",4847795,3581
berniesanders,"March 30, 2020",4844214,4079
berniesanders,"March 29, 2020",4840135,4811
berniesanders,"March 28, 2020",4835324,5694
berniesanders,"March 27, 2020",4829630,5529
berniesanders,"March 26, 2020",4824101,4007
berniesanders,"March 25, 2020",4820094,4759
berniesanders,"March 24, 2020",4815335,5640
berniesanders,"March 23, 2020",4809695,5693
berniesanders,"March 22, 2020",4804002,4958
berniesanders,"March 21, 2020",4799044,5275
berniesanders,"March 20, 2020",4793769,6766
berniesanders,"March 19, 2020",4787003,8838
berniesanders,"March 18, 2020",4778165,8940
berniesanders,"March 17, 2020",4769225,9553
berniesanders,"March 16, 2020",4759672,10242
berniesanders,"March 15, 2020",4749430,8914
berniesanders,"March 14, 2020",4740516,11610
berniesanders,"March 13, 2020",4728906,13170
berniesanders,"March 12, 2020",4715736,11885
berniesanders,"March 11, 2020",4703851,16449
berniesanders,"March 10, 2020",4687402,11945
berniesanders,"March 9, 2020",4675457,11808
berniesanders,"March 8, 2020",4663649,10643
berniesanders,"March 7, 2020",4653006,12030
berniesanders,"March 6, 2020",4640976,25702
berniesanders,"March 5, 2020",4615274,47544
berniesanders,"March 4, 2020",4567730,56390
berniesanders,"March 3, 2020",4511340,17853
berniesanders,"March 2, 2020",4493487,15890
berniesanders,"March 1, 2020",4477597,10867
berniesanders,"February 29, 2020",4466730,12082
berniesanders,"February 28, 2020",4454648,16605
berniesanders,"February 27, 2020",4438043,16750
berniesanders,"February 26, 2020",4421293,13595
berniesanders,"February 25, 2020",4407698,11312
berniesanders,"February 24, 2020",4396386,17495
berniesanders,"February 23, 2020",4378891,10812
berniesanders,"February 22, 2020",4368079,8807
berniesanders,"February 21, 2020",4359272,10278
berniesanders,"February 20, 2020",4348994,7614
berniesanders,"February 19, 2020",4341380,5829
berniesanders,"February 18, 2020",4335551,5575
berniesanders,"February 17, 2020",4329976,6195
berniesanders,"February 16, 2020",4323781,6448
berniesanders,"February 15, 2020",4317333,6014
berniesanders,"February 14, 2020",4311319,9177
berniesanders,"February 13, 2020",4302142,20125
berniesanders,"February 12, 2020",4282017,10365
berniesanders,"February 11, 2020",4271652,5191
berniesanders,"February 10, 2020",4266461,4823
berniesanders,"February 9, 2020",4261638,5963
berniesanders,"February 8, 2020",4255675,8112
berniesanders,"February 7, 2020",4247563,14657
berniesanders,"February 6, 2020",4232906,7946
berniesanders,"February 5, 2020",4224960,11194
berniesanders,"February 4, 2020",4213766,7492
berniesanders,"February 3, 2020",4206274,4908
berniesanders,"February 2, 2020",4201366,3722
berniesanders,"February 1, 2020",4197644,3503
berniesanders,"January 31, 2020",4194141,4238
berniesanders,"January 30, 2020",4189903,5540
berniesanders,"January 29, 2020",4184363,4785
berniesanders,"January 28, 2020",4179578,4563
berniesanders,"January 27, 2020",4175015,6307
berniesanders,"January 26, 2020",4168708,6119
berniesanders,"January 25, 2020",4162589,5784
berniesanders,"January 24, 2020",4156805,4798
berniesanders,"January 23, 2020",4152007,5301
berniesanders,"January 22, 2020",4146706,5132
berniesanders,"January 21, 2020",4141574,5211
berniesanders,"January 20, 2020",4136363,4045
berniesanders,"January 19, 2020",4132318,4903
berniesanders,"January 18, 2020",4127415,6220
berniesanders,"January 17, 2020",4121195,6525
berniesanders,"January 16, 2020",4114670,11179
berniesanders,"January 15, 2020",4103491,8017
berniesanders,"January 14, 2020",4095474,7373
berniesanders,"January 13, 2020",4088101,8468
berniesanders,"January 12, 2020",4079633,5482
berniesanders,"January 11, 2020",4074151,7084
berniesanders,"January 10, 2020",4067067,12696
berniesanders,"January 9, 2020",4054371,7787
berniesanders,"January 8, 2020",4046584,5379
berniesanders,"January 7, 2020",4041205,6826
berniesanders,"January 6, 2020",4034379,9798
berniesanders,"January 5, 2020",4024581,10795
berniesanders,"January 4, 2020",4013786,10386
berniesanders,"January 3, 2020",4003400,1811
berniesanders,"January 2, 2020",4001589,961
berniesanders,"January 1, 2020",4000628,1958
berniesanders,"December 31, 2019",3998670,2561
berniesanders,"December 30, 2019",3996109,1934
berniesanders,"December 29, 2019",3994175,2787
berniesanders,"December 28, 2019",3991388,2956
berniesanders,"December 27, 2019",3988432,2131
berniesanders,"December 26, 2019",3986301,2101
berniesanders,"December 25, 2019",3984200,2087
berniesanders,"December 24, 2019",3982113,2532
berniesanders,"December 23, 2019",3979581,4396
berniesanders,"December 22, 2019",3975185,2346
berniesanders,"December 21, 2019",3972839,3287
berniesanders,"December 20, 2019",3969552,4313
berniesanders,"December 19, 2019",3965239,3118
berniesanders,"December 18, 2019",3962121,2018
berniesanders,"December 17, 2019",3960103,1885
berniesanders,"December 16, 2019",3958218,2958
berniesanders,"December 15, 2019",3955260,3224
berniesanders,"December 14, 2019",3952036,2052
berniesanders,"December 13, 2019",3949984,2549
berniesanders,"December 12, 2019",3947435,3637
berniesanders,"December 11, 2019",3943798,1709
berniesanders,"December 10, 2019",3942089,1418
berniesanders,"December 9, 2019",3940671,2058
berniesanders,"December 8, 2019",3938613,2954
berniesanders,"December 7, 2019",3935659,3422
berniesanders,"December 6, 2019",3932237,2949
